,date,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa,location
3295,2020-04-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2020,4,298.39,295.69,West South Central Division
3296,2020-05-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2020,5,299.63,295.88,West South Central Division
3297,2020-06-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2020,6,304.03,298.86,West South Central Division
3298,2020-07-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2020,7,304.52,300.68,West South Central Division
3299,2020-08-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2020,8,309.71,305.74,West South Central Division
3300,2020-09-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2020,9,311.2,308.62,West South Central Division
3301,2020-10-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2020,10,313.89,312.84,West South Central Division
3302,2020-11-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2020,11,314.88,314.0,West South Central Division
3303,2020-12-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2020,12,318.25,318.54,West South Central Division
3304,2021-01-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2021,1,320.42,321.44,West South Central Division
3305,2021-02-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2021,2,326.43,326.78,West South Central Division
3306,2021-03-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2021,3,332.62,330.21,West South Central Division
3307,2021-04-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2021,4,339.79,336.66,West South Central Division
3308,2021-05-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2021,5,345.63,341.51,West South Central Division
3309,2021-06-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2021,6,354.0,347.96,West South Central Division
3310,2021-07-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2021,7,358.76,354.23,West South Central Division
3311,2021-08-01,traditional,purchase-only,monthly,USA or Census Division,West South Central Division,DV_WSC,2021,8,360.26,355.58,West South Central Division
3312,1991-01-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1991,1,100.0,100.0,United States
3313,1991-02-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1991,2,100.38,100.45,United States
3314,1991-03-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1991,3,100.67,100.46,United States
3315,1991-04-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1991,4,100.65,100.31,United States
3316,1991-05-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1991,5,100.82,100.37,United States
3317,1991-06-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1991,6,101.34,100.51,United States
3318,1991-07-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1991,7,101.3,100.53,United States
3319,1991-08-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1991,8,101.26,100.37,United States
3320,1991-09-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1991,9,101.34,100.6,United States
3321,1991-10-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1991,10,101.57,100.91,United States
3322,1991-11-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1991,11,102.01,101.41,United States
3323,1991-12-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1991,12,102.16,101.88,United States
3324,1992-01-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1992,1,102.21,102.22,United States
3325,1992-02-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1992,2,102.88,102.96,United States
3326,1992-03-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1992,3,103.0,102.8,United States
3327,1992-04-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1992,4,102.91,102.55,United States
3328,1992-05-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1992,5,103.06,102.58,United States
3329,1992-06-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1992,6,103.39,102.52,United States
3330,1992-07-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1992,7,103.68,102.86,United States
3331,1992-08-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1992,8,104.26,103.32,United States
3332,1992-09-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1992,9,104.49,103.72,United States
3333,1992-10-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1992,10,104.69,104.02,United States
3334,1992-11-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1992,11,104.91,104.3,United States
3335,1992-12-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1992,12,104.49,104.21,United States
3336,1993-01-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1993,1,104.24,104.28,United States
3337,1993-02-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1993,2,103.95,104.06,United States
3338,1993-03-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1993,3,104.56,104.37,United States
3339,1993-04-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1993,4,105.41,105.03,United States
3340,1993-05-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1993,5,105.79,105.24,United States
3341,1993-06-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1993,6,106.59,105.64,United States
3342,1993-07-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1993,7,106.59,105.67,United States
3343,1993-08-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1993,8,107.09,106.07,United States
3344,1993-09-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1993,9,107.25,106.44,United States
3345,1993-10-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1993,10,107.37,106.68,United States
3346,1993-11-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1993,11,107.6,107.0,United States
3347,1993-12-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1993,12,107.78,107.53,United States
3348,1994-01-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1994,1,107.71,107.78,United States
3349,1994-02-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1994,2,107.86,108.02,United States
3350,1994-03-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1994,3,108.57,108.38,United States
3351,1994-04-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1994,4,109.12,108.71,United States
3352,1994-05-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1994,5,109.7,109.07,United States
3353,1994-06-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1994,6,110.3,109.26,United States
3354,1994-07-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1994,7,110.4,109.37,United States
3355,1994-08-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1994,8,110.72,109.61,United States
3356,1994-09-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1994,9,110.57,109.72,United States
3357,1994-10-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1994,10,110.67,110.0,United States
3358,1994-11-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1994,11,110.77,110.22,United States
3359,1994-12-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1994,12,110.45,110.24,United States
3360,1995-01-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1995,1,110.45,110.56,United States
3361,1995-02-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1995,2,110.94,111.13,United States
3362,1995-03-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1995,3,111.21,111.0,United States
3363,1995-04-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1995,4,111.69,111.24,United States
3364,1995-05-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1995,5,112.11,111.38,United States
3365,1995-06-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1995,6,112.9,111.76,United States
3366,1995-07-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1995,7,113.42,112.29,United States
3367,1995-08-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1995,8,113.76,112.58,United States
3368,1995-09-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1995,9,113.68,112.82,United States
3369,1995-10-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1995,10,113.53,112.87,United States
3370,1995-11-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1995,11,113.6,113.1,United States
3371,1995-12-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1995,12,113.74,113.57,United States
3372,1996-01-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1996,1,113.83,113.99,United States
3373,1996-02-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1996,2,113.95,114.15,United States
3374,1996-03-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1996,3,114.8,114.56,United States
3375,1996-04-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1996,4,115.34,114.85,United States
3376,1996-05-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1996,5,115.93,115.09,United States
3377,1996-06-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1996,6,116.44,115.21,United States
3378,1996-07-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1996,7,116.82,115.6,United States
3379,1996-08-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1996,8,116.84,115.61,United States
3380,1996-09-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1996,9,116.78,115.9,United States
3381,1996-10-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1996,10,116.66,116.01,United States
3382,1996-11-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1996,11,116.81,116.35,United States
3383,1996-12-01,traditional,purchase-only,monthly,USA or Census Division,United States,USA,1996,12,116.81,116.69,United States
